adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"посёлок Мурино, Всеволожский район, Ленинградская область, улица Шоссе в Лаврики, 74к3, Санкт-Петербург",25.1,11/15,22056,2274701,0,17,2014,60.062378,30.458224
"Санкт-Петербург, Среднерогатская улица, 11, Звёздное, Санкт-Петербург",77.0,4/10,21363,7890000,3,26,2017,59.822711,30.33308
"Санкт-Петербург, Искровский проспект, 32к1, № 54, Санкт-Петербург",87.0,10/12,18465,10700000,3,15,2004,59.904699,30.467764
"Санкт-Петербург, Среднерогатская улица, 20, Звёздное, Санкт-Петербург",25.0,14/17,19991,3050000,0,18,2019,59.820282,30.3382
"Павловск, Пушкинский район, Санкт-Петербург, улица Мичурина, 30, Павловск, Санкт-Петербург",44.0,2/5,20661,3600000,2,5,1967,59.678349,30.428786
"Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к1, Парголово, Санкт-Петербург",74.0,5/25,19195,8200000,3,26,2011,60.071389,30.326459
"Россия, Санкт-Петербург, улица Жукова, 1, Финляндский округ, Санкт-Петербург",114.7,13/14,16872,16500000,3,15,,59.962435,30.405062
"Санкт-Петербург, улица Димитрова, 37к1, № 75, Санкт-Петербург",38.0,5/10,22061,5600000,1,19,2007,59.851173,30.398289
"Санкт-Петербург, Ждановская улица, 45, Петровский округ, Санкт-Петербург",179.7,9/11,19992,52690000,4,15,2017,59.962719,30.267485
"Санкт-Петербург, Шуваловский проспект, 37к1, Коломяги, Санкт-Петербург",44.0,2/20,18468,4500000,1,24,2012,60.032456,30.246482
"Санкт-Петербург, Офицерский переулок, 4, Чкаловское, Санкт-Петербург",75.0,2/5,21366,12000000,3,5,1905,59.954538,30.287598
"Санкт-Петербург, улица Белышева, 4, Невский округ, Санкт-Петербург",18.0,1/9,20662,2300000,0,9,1978,59.913496,30.453751
"Санкт-Петербург, улица Латышских Стрелков, 17к1, Правобережный, Санкт-Петербург",41.0,2/20,17589,4950000,1,23,2010,59.930092,30.458018
"Санкт-Петербург, Малая Балканская улица, 30/3, Балканский, Санкт-Петербург",30.0,5/11,19197,1980000,1,14,1981,59.827519,30.386763
"Санкт-Петербург, улица Коллонтай, 14к3, Правобережный, Санкт-Петербург",39.3,6/16,16873,5400000,1,16,1995,59.918589,30.458637
"Санкт-Петербург, улица Кустодиева, 20к2, № 15, Санкт-Петербург",66.7,6/9,20664,5499000,3,9,1975,60.049181,30.363865
"Санкт-Петербург, Кондратьевский проспект, 64к9, Пискарёвка, Санкт-Петербург",24.0,2/22,22063,3500000,0,25,2014,59.983252,30.390743
"Санкт-Петербург, Невский проспект, 90-92Б, Литейный округ, Санкт-Петербург",71.1,4/4,21367,18130500,2,4,1898,59.93236,30.353067
"Санкт-Петербург, Московский проспект, 172, Московская застава, Санкт-Петербург",54.9,3/7,17590,7990000,2,7,1953,59.877619,30.320881
"Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 1к1, Пушкин, Санкт-Петербург",82.0,3/21,18477,7000000,3,,2016,59.811061,30.371689
"Санкт-Петербург, проспект Энергетиков, 28к6, Большая Охта, Санкт-Петербург",46.5,2/5,19994,4150000,2,5,1964,59.955773,30.43211
"Санкт-Петербург, 8-я Красноармейская улица, 9-11, Измайловское округ, Санкт-Петербург",70.0,2/5,20665,7200000,2,5,1985,59.914628,30.302995
"Санкт-Петербург, Колпино, бульвар Трудящихся, 15, Колпино, Санкт-Петербург",64.0,7/9,19199,5250000,3,9,1971,59.736516,30.569445
"Санкт-Петербург, Казанская улица, 33/5, Адмиралтейский округ, Санкт-Петербург",119.0,4/5,16874,11000000,4,6,1917,59.929227,30.311718
"Санкт-Петербург, Глухарская улица, 27к1, Коломяги, Санкт-Петербург",70.0,19/19,22064,5600000,2,21,2018,60.035342,30.232028
"Санкт-Петербург, Богатырский проспект, 60к2, № 65, Санкт-Петербург",70.0,6/17,21368,7470000,2,17,2007,60.008698,30.202132
"Санкт-Петербург, Пушкин, улица Генерала Хазова, 30, Пушкин, Санкт-Петербург",44.0,4/5,18478,4900000,2,5,1970,59.739641,30.414404
"Санкт-Петербург, Пискарёвский проспект, 145к2, Полюстрово, Санкт-Петербург",21.9,1/13,19995,2300000,0,5,1969,60.002607,30.448432
"Санкт-Петербург, Гжатская улица, 22к4, Академическое, Санкт-Петербург",28.0,13/17,17592,5100000,1,24,2012,60.01365,30.388281
"Санкт-Петербург, проспект Обуховской Обороны, 138к2, Рыбацкое, Санкт-Петербург",27.1,17/37,20669,3400000,0,36,2012,59.845785,30.484715
"Санкт-Петербург, Лиговский проспект, 215, Волковское, Санкт-Петербург",54.1,3/5,19200,8200000,2,5,1960,59.910762,30.347228
"Россия, Санкт-Петербург, улица Жукова, 1, Финляндский округ, Санкт-Петербург",78.9,8/14,16876,10830000,2,15,,59.962435,30.405062
"Санкт-Петербург, Афанасьевская улица, 1, Коломяги, Санкт-Петербург",54.0,8/10,21369,7500000,2,10,2011,60.03349,30.296339
"Санкт-Петербург, Невский проспект, 170, Смольнинское, Санкт-Петербург",90.1,5/5,22065,16500000,3,,,59.926409,30.378382
"Санкт-Петербург, улица Адмирала Трибуца, 5, Южно-Приморский округ, Санкт-Петербург",53.1,2/9,19996,7200000,2,19,2013,59.853401,30.146257
"Санкт-Петербург, проспект Просвещения, 87к1, № 21, Санкт-Петербург",35.0,4/14,18483,4400000,1,14,1984,60.051917,30.335559
"Санкт-Петербург, Софийская улица, 32к2, № 72, Санкт-Петербург",46.0,1/5,17595,3400000,2,5,1967,59.843584,30.435497
"Россия, Санкт-Петербург, улица Жукова, 1, Финляндский округ, Санкт-Петербург",174.7,14/14,16877,30570000,5,15,,59.962435,30.405062
"Большая Зеленина ул, 44/6, Чкаловское, Санкт-Петербург",68.9,4/4,20671,10700000,2,4,1875,59.966138,30.281687
"Петергоф, Санкт-Петербург, Чебышёвская улица, 9, Петергоф, Санкт-Петербург",37.0,1/6,19206,3250000,1,9,1989,59.871355,29.860826
"Санкт-Петербург, Пискарёвский проспект, 145к2, Полюстрово, Санкт-Петербург",54.1,11/13,22069,4407520,2,5,1969,60.002607,30.448432
"Санкт-Петербург, проспект Маршака, 14к3, Полюстрово, Санкт-Петербург",34.1,5/20,19997,3680000,1,18,2014,60.032011,30.451002
"территория Славянка, посёлок Шушары, Пушкинский район, Санкт-Петербург, Ростовская улица, 6к3, Пушкин, Санкт-Петербург",53.0,1/5,18487,4850000,2,5,2010,59.737015,30.4602
"территория Усть-Славянка, Санкт-Петербург, Советский проспект, 43к1, Рыбацкое, Санкт-Петербург",54.0,12/23,21371,5600000,2,23,2017,59.829495,30.538246
"Санкт-Петербург, Учебный переулок, 6к2, Сосновское, Санкт-Петербург",14.0,1/9,17596,1395000,0,9,1977,60.039908,30.335631
"ул Оборонная, 14, Нарвский округ, Санкт-Петербург",56.0,2/5,20672,5900000,2,5,1955,59.893669,30.264889
"Россия, Санкт-Петербург, Авиаторов Балтики проспект, 11к1, Санкт-Петербург",85.5,10/12,16878,6000000,3,12,2018,60.055111,30.440159
"Санкт-Петербург, проспект Наставников, 45к1, Ржевка, Санкт-Петербург",47.0,2/9,19207,5100000,2,,,59.955741,30.482065
"Санкт-Петербург, Рыбацкий проспект, 18к2, подъезд 3, Рыбацкое, Санкт-Петербург",63.0,1/26,22073,7500000,2,28,2015,59.842133,30.502996
"Санкт-Петербург, улица Кораблестроителей, 32к3, Остров Декабристов, Санкт-Петербург",46.0,6/25,21374,7980000,1,16,2005,59.953358,30.214709
